Book,Text
Iwan tymczasem porażony i ściśniony srodze, wyglądał rychło mu czas ostateczny zabłyśnie i wszelkiej nadziei próżen biedził się, nie wiedząc, jaką lepszą radę wziąść przed się. Gdy i oto drabanci obozowi wbieżeli mówiąc, iż mąż niejaki, w czarnej zbroi, do obozu jechał, a słuchania książęcego prosi. Kazano go wpuścić. Szedł więc i rzekł: „Kniaziu Iwanie, Poraj jestem, którym ludzie twe dwakroć pobił i ciebie obsaczonego zewsząd trzymam, a otoć przychodzę oddać w ręce twe miasto z księżęciem jego, i ze wszystkimi dostatki i wojskiem jego. Masz mnie jedno przysiąc przysięgę wielką, iż ludzi mieczem i ogniem psować nie będziesz, a iż księżniczka pewna, w mieście więziona, żoną mi dana być musi ze wszelakim bezpieczeństwem”.

Już się zabierało na brzask przede dniem święt Peruna, a dnia onego miała być tracona księżniczka Żywila.

Nagle hałas i zgiełk nad spodziw wielki rozszedł się po wszem mieście; co żwawsi obywatele, zastawiając się onej gwałtownej napaści, gardła dali. Innych trwogą potłumiono, tak iż poddanność nieprzyjaciołom uczynić musieli.

Poraj wybija więzienie i znajduje (zgroza mówić) ulubioną swoją bladą, półżywą, na lichym posłaniu, lada jako porzuconą, w ciemnicy. Obaczywszy Poraja, zemglała.





Niesiono ją zatem na ulicę, aby jakokolwiek ocucić, a ducha jej przywołać. Ratowano, a ona się nie czuła; zbiegł się lud to widząc, i stało się wołanie i krzyk wielki; ano przedsię nie czuła. Nareszcie wdzięczne oce otwierając, cudowała się mocno, widząc w około ciżbę ludu i zbrojne męże nieprzyjacielskie. Na on czas Poraj przystąpiwszy, rzekł: „Złóż twoje bojaźni, najmilsza, to są bojownicy Iwana, zemściciela krzywd naszych, którego opieka z nas nie zejdzie”. Żywila to usłyszawszy, dobrze znowu nie zemglała, potem zasię nagle miecz od boku Poraja wychwyciwszy, tak silnie sztychem w piersi mu uderzyła, iż na skroś przepadł. „Zdrajco – wołając — tak li u ciebie małą była ojczyzna, iż ją dla trochę tej gładkości zaprzedałeś? Człowieku beze czci, tak li odpłaciłeś za moje stateczne miłości? A zaś wy obywatelowie, przecz stoicie jakoby nie do was mówiono, przecz nie obrócicie na tych oto zbójców gniewu i zemsty waszej?” To mówiąc, z mieczem na nieprzyjacioły blisko stojące godziła; czym lud wszystek, jakoby kto ogniem po nich rzucił, poruszony, dopadłszy co kto mógł, z broniami i mieczami, na Rusiny, nic takowego nie spodziewające się, bieżał. Wytępiono ich moc wielką, po domach i ulicach, resztę żywcem brano a więziono. Żywila przybiegłszy, kędy Koriat z tarasu świeżo wypuszczony stał, „Ojcze mój!” zawołała i padła bez duszy.

Pochowano ją pod Mendogową górą, kędy kopiec usypano i drzewa na pamiątkę sadzono. Staruszkowie dziękując Panu Bogu wszechmogącemu, iż ich na hańbę a urągowisko nieprzyjaciela nie podał, powtarzają dziatkom swym imię Żywili.




"
Adam Mickiewicz  To My Cicerone tłum. Jarek Zawadzki,"Adam Mickiewicz

To My Cicerone
tłum. Jarek Zawadzki



My Cicerone, on this monument
A name protrudes obscured by time and gloam,
Engraved by a man to mark his stay in Rome.
I must needs know that traveler's intent.

Perhaps he will be welcomed at the inns
By joyful cries, perhaps the speechless sand
Will hide his acts of kindness and the sins
Which we shall never know nor understand.

I have to know what then he felt and thought
When in this stony book of Italy,
Instead of a phrase his name he merely wrought,
Of all his life the only trace to be.

Did he with a trembling hand engrave it here,
As if a tombstone in a steadfast rock,
Or rashly cut the words upon this block
As if a sad and lonely good-bye tear?

My Cicerone! Childish is thy face,
But ancient wisdom o'er thy forehead shines,
Through Roman gates I followed thee apace,
Thou wast my guarding angel in the shrines.

Oh, Thou canst even look through a heart of stone,
When thou but glancest at its stubborn shell,
From a single word the past to thee is known,
Perhaps thou know'st the pilgrim's fate to tell.




"
Adam Mickiewicz  Sonety krymskie Bajdary,"Adam Mickiewicz

Sonety krymskie
Bajdary



Wypuszczam na wiatr konia i nie szczędzę razów;
Lasy, doliny, głazy, w kolei, w natłoku;
U nóg mych płyną, giną, jak fale potoku;
Chcę odurzyć się, upić tym wirem obrazów.

A gdy spieniony rumak nie słucha rozkazów,
Gdy świat kolory traci pod całunem mroku,
Jak w rozbitém źwierciedle, tak w mém spiekłém oku,
Snują się mary lasów i dolin i głazów.

Ziemia śpi, mnie snu nie ma. Skaczę w morskie łona,
Czarny, wydęty bałwan z hukiem na brzeg dąży,
Schylam ku niemu czoło, wyciągam ramiona,

Pęka nad głową fala, chaos mię okrąży:
Czekam, aż myśl, jak łódka wirami kręcona,
Zbłąka się i na chwilę w niepamięć pogrąży.




"
Adam Mickiewicz  Sonety odeskie Sonet XVIII. Do D. D. (Wizyta) Wizyta,"Adam Mickiewicz

Sonety odeskie
Sonet XVIII. Do D. D. (Wizyta)
Wizyta



Ledwie wnijdę, słów kilka przemówię z nią samą,
Jużci dzwonek przeraża, wpada galonowy,
Za nim wizyta, za nią ukłony, rozmowy,
Ledwie wizyta z bramy, już druga za bramą.

Gdybym mógł, progi wilczą otoczyłbym jamą,
Stawiłbym lisie pastki, kolczaste okowy,
A jeśli nie dość bronią, uciec bym gotowy
Na tamten świat, stygową zasłonić się tamą.

O przeklęty nudziarzu! ja liczę minuty,
Jak zbrodniarz, co go czeka ostatnia katusza:
Ty pleciesz błahe dzieje wczorajszej reduty.

Już bierzesz rękawiczki, szukasz kapelusza,
Teraz odetchnę nieco, wstąpi we mnie dusza…
O bogi! znowu siada, siedzi jak przykuty!




"
Adam Mickiewicz  Dziadów części III Ustęp Przedmieścia stolicy,"Adam Mickiewicz

Dziadów części III Ustęp
Przedmieścia stolicy



Z dala, już z dala widno, że stolica.
Po obu stronach wielkiej, pysznej drogi
Rzędy pałaców. — Tu niby kaplica
Z kopułą, z krzyżem; tam jak siana stogi
Posągi stoją pod słomą i śniegiem;
Ówdzie, za kolumn korynckich szeregiem,
Gmach z płaskim dachem, pałac letni, włoski,
Obok japońskie, mandaryńskie kioski,
Albo z klasycznych czasów Katarzyny
Świeżo małpione klasyczne ruiny.
Różnych porządków, różnych kształtów domy,
Jako zwierzęta z różnych końców ziemi,
Za parkanami stoją żelaznemi,
W osobnych klatkach. — Jeden niewidomy,
Pałac krajowej ich architektury,
Wymysł ich głowy, dziecko ich natury.
Jakże tych gmachów cudowna robota!
Tyle kamieni na kępach śród błota!

W Rzymie, by dźwignąć teatr dla cezarów,
Musiano niegdyś wylać rzekę złota;
Na tym przedmieściu podłe sługi carów,
By swe rozkoszne zamtuzy dźwignęli,
Ocean naszej krwi i łez wyleli.
Żeby zwieźć głazy do tych obelisków,
Ileż wymyślić trzeba było spisków;
Ilu niewinnych wygnać albo zabić,
Ile ziem naszych okraść i zagrabić;
Póki krwią Litwy, łzami Ukrainy
I złotem Polski hojnie zakupiono
Wszystko, co mają Paryże, Londyny,
I po modnemu gmachy wystrojono,
Szampanem zmyto podłogi bufetów
I wydeptano krokiem menuetów.

Teraz tu pusto. — Dwór w mieście zimuje,
I dworskie muchy, ciągnące za wonią
Carskiego ścierwa, za nim w miasto gonią.
Teraz w tych gmachach wiatr tylko tańcuje;
Panowie w mieście, car w mieście. — Do miasta
Leci kibitka; zimno, śnieżno było;
Z zegarów miejskich zagrzmiała dwunasta,
A słońce już się na zachód chyliło.
Niebios sklepienie otwarte szeroko,
Bez żadnej chmurki, czcze, ciche i czyste,
Bez żadnej barwy, blado przezroczyste,
Jako zmarzłego podróżnika oko.

Przed nami miasto. — Nad miastem do góry
Wznoszą się dziwnie, jak podniebne grody,
Słupy i ściany, krużganki i mury,
Jak babilońskie wiszące ogrody:
To dymy z dwiestu tysięcy kominów
Prosto i gęsto kolumnami lecą,
Te jak marmury kararyjskie świecą,
Tamte się żarzą iskrami rubinów;
W górze wierzchołki zginają i łączą,
Kręcą w krużganki i łukami plączą,
I ścian, i dachów malują widziadła: —
Jak owe miasto, co nagle powstanie
Ze śródziemnego czystych wód zwierciadła
Lub na Libijskim wybuchnie tumanie,
I wabi oko podróżnych z daleka,
I wiecznie stoi, i wiecznie ucieka.

Już zdjęto łańcuch, bramy otwierają;
Trzęsą, badają, pytają — wpuszczają.




"
Adam Mickiewicz  Dziady. Poema Upiór,"Adam Mickiewicz

Dziady. Poema
Upiór



Serce ustało, pierś już lodowata,
Ścięły się usta i oczy zawarły;
Na świecie jeszcze, lecz już nie dla świata!
  Cóż to za człowiek? — Umarły.

Patrz, duch nadziei życie mu nadaje,
Gwiazda pamięci promyków użycza,
Umarły wraca na młodości kraje
  Szukać lubego oblicza.

Pierś znowu tchnęła, lecz pierś lodowata,
Usta i oczy stanęły otworem,
Na świecie znowu, ale nie dla świata;
  Czymże ten człowiek? — Upiorem.

Ci, którzy bliżej cmentarza mieszkali,
Wiedzą, iż upiór ten co rok się budzi,
Na dzień zaduszny mogiłę odwali
  I dąży pomiędzy ludzi.

Aż gdy zadzwonią na niedzielę czwartą,
Wraca się nocą opadły na sile,
Z piersią skrwawioną, jakby dziś rozdartą,
  Usypia znowu w mogile.

Pełno jest wieści o nocnym człowieku,
Żyją, co byli na jego pogrzebie;
Słychać, iż zginął w młodocianym wieku,
  Podobno zabił sam siebie.

Teraz zapewne wieczne cierpi kary,
Bo smutnie jęczał i płomieniem buchał;
Niedawno jeden zakrystyjan stary
  Obaczył go i podsłuchał.

Mówi, iż upiór, skoro wyszedł z ziemi,
Oczy na gwiazdę poranną wywrócił,
Załamał ręce i usty chłodnemi
  Takową skargę wyrzucił:

„Duchu przeklęty, po co śród parowu
Nieczułej ziemi ogień życia wzniecasz?
Blasku przeklęty, zagasłeś i znowu,
  Po co mi znowu przyświecasz?

O sprawiedliwy, lecz straszny wyroku!
Ujrzeć ją znowu, poznać się, rozłączyć;
I com ucierpiał, to cierpieć co roku,
  I jakem skończył, zakończyć.

Żebym cię znalazł, muszę między zgrają
Błądzić z długiego wyszedłszy ukrycia;
Lecz nie dbam, jak mię ludzie powitają;
  Wszystkiegom doznał za życia.

Kiedyś patrzyła, musiałem jak zbrodzień
Odwracać oczy; słyszałem twe słowa,
Słyszałem co dzień, i musiałem co dzień
  Milczeć jak deska grobowa.

Śmieli się niegdyś przyjaciele młodzi,
Zwali tęsknotę dziwactwem, przesadą;
Starszy ramieniem ściska i odchodzi
  Lub mądrą nudzi mię radą.

Śmieszków i radców zarówno słuchałem,
Choć i sam może nie lepszy od drugich,
Sam bym się gorszył zbytecznym zapałem
  Lub śmiał się z żalów zbyt długich.

Ktoś inny myślał, że obrażam ciebie,
Uwłaczam jego rodowitej dumie;
Przecież ulegał grzeczności, potrzebie,
  Udawał, że nie rozumie.

Lecz i ja dumny, żem go równie zbadał,
Choć mię nie pyta, chociaż milczeć umiem;
Mówiłem gwałtem, a gdy odpowiadał,
  Udałem, że nie rozumiem.

Ale kto nie mógł darować mi grzechu,
Ledwie obelgę na ustach przytrzyma,
Niechętnie lica gwałci do uśmiechu
  I litość kłamie oczyma;

Takiemu tylko nigdym nie przebaczył,
Wszakżem skargami nigdy ust nie zmazał,
Anim pogardy wymówić nie raczył,
  Kiedym mu uśmiech okazał.

Tegoż dziś doznam, jeśli dziką postać
Cudzemu światu ukażę spod cieni;
Jedni mię będą egzorcyzmem chłostać,
  Drudzy uciekną zdziwieni.

Ten dumą śmieszy, ten litością nudzi,
Inny szyderskie oczy zechce krzywić.
Do jednej idąc, za cóż tyle ludzi
  Muszę obrażać lub dziwić?

Cóżkolwiek będzie, dawnym pójdę torem:
Szydercom litość, śmiech litościwemu.
Tylko, o luba! tylko ty z upiorem
  Powitaj się po dawnemu.

Spojrzyj i przemów, daruj małą winę,
Że śmiem do ciebie raz jeszcze powrócić,
Mara przeszłości, na jednę godzinę
  Obecne szczęście zakłócić.

Wzrok twój, nawykły do świata i słońca,
Może się trupiej nie ulęknie głowy,
I może raczysz cierpliwie do końca
  Grobowej dosłuchać mowy.

I ścigać myśli po przeszłych obrazach
Błądzące jako pasożytne ziele,
Które śród gmachu starego po głazach
  Rozpierzchłe gałązki ściele.”




"
Adam Mickiewicz  Sonety krymskie Mogiły Haremu Mirza do Pielgrzyma,"Adam Mickiewicz

Sonety krymskie
Mogiły Haremu
Mirza do Pielgrzyma



Tu z winnicy miłości niedojrzałe grona
Wzięto na stół Allaha; tu perełki Wschodu,
Z morza uciech i szczęścia, porwała za młodu
Truna, koncha wieczności, do mrocznego łona.

Skryła je niepamięci i czasu zasłona;
Nad niemi turban zimny błyszczy śród ogrodu,
Jak buńczuk wojska cieniów, i ledwie u spodu
Zostały dłonią giaura wyryte imiona.

O wy, róże edeńskie! u czystości stoku
Odkwitnęły dni wasze pod wstydu liściami,
Na wieki zatajone niewiernemu oku.

Teraz grób wasz spojrzenie cudzoziemca plami, —
Pozwalam mu, — darujesz, o wielki Proroku!
On jeden z cudzoziemców poglądał ze łzami.




"
Adomas Mickevičius  Krymo sonetai Alušta naktį tłum. Motiejus Gustaitis,"Adomas Mickevičius

Krymo sonetai
Alušta naktį
tłum. Motiejus Gustaitis



Siaučia vėjai ir karštis į vakarą skęsta;
Ant Čatirdago leidžias pasaulių švietėja,
Trūksta, škarlato sroves palieja ir gęsta;
O bastus keliauninkas klausos, žvalginėja.

Jau kalnai juosta, daubos tamsybėse bręsta,
Šaltiniai tarp žolynų kugžda-sriuvinėja;
Gėlių kvapsniai prabilę, it muzika klęsta —
Širdin slaptingai kalba, girdo nelytėję.

Užmiegu po tamsumo sparnu ir tylumo:
Tvykst, meteoro žaibas! Pasaulis nušvinta,
Dangus, žemė ir kalnai auksu nutapinta!

Saulėtekio naktuže, pilnoji gražumo!
Ant susnūdusių vokų vos miegas užkrinta,
Vėl akies kibirkštimi keli prie mielumo.




"
Adam Mickiewicz  Sonety krymskie Droga nad przepaścią w Czufut-Kale Mirza i Pielgrzym,"Adam Mickiewicz

Sonety krymskie
Droga nad przepaścią w Czufut-Kale
Mirza i Pielgrzym




MIRZA

Zmów pacierz, opuść wodze, odwróć na bok lica,
Tu jeździec końskim nogom swój rozum powierza;
Dzielny koń! patrz, jak staje, głąb okiem rozmierza,
Uklęka, brzeg wiszaru kopytem pochwyca,

I zawisnął. — Tam nie patrz! tam spadła źrenica,
Jak w studni Al-Kahiru o dno nie uderza.
I ręką tam nie wskazuj — nie masz u rąk pierza;
I myśli tam nie puszczaj, bo myśl, jak kotwica

Z łodzi drobnéj ciśniona, w niezmierność głębiny
Piorunem spadnie, morza do dna nie przewierci,
I łódź z sobą przechyli w otchłanie chaosu.


PIELGRZYM

Mirzo! a ja spojrzałem! Przez świata szczeliny
Tam widziałem… com widział, opowiém — po śmierci,
Bo w żyjących języku nie ma na to głosu.




"
Adam Mickiewicz  Renegat (ballada turecka),"Adam Mickiewicz

Renegat
(ballada turecka)






I

    Co się niedawno stało w Iranie,
Opowiem światu całemu.
Na kaszemirskim usiadł dywanie,
Basza pośrodku haremu.

    Pieją Greczynki, pieją Czerkieski.
Pląsają branki Kirgisa;
U tych w źrenicach szafir niebieski,
U tamtych cienie Eblisa.

    Basza nie widzi, Basza nie słucha,
Turban zawiesił nad okiem,
Drzemie i dymy ciągnąc z cybucha
Okrył się wonnym obłokiem.

    Wtem u wrót szczęścia hałas się wzmaga,
Rozstąpiły się sług rzędy.
Nieznaną brankę wiódł Kyzlar-Aga,
Skłonił się i rzekł: «Effendy!

    Którego jasność takiej jest mocy
Między gwiazdami dywanu,
Jak śród brylantów na szatach nocy
Ognisko Aldeboranu.

    Racz ku mnie błysnąć, gwiazdo dywanu,
Bom dobrych nowin tłumaczem,
Oto służebny wiatr z Lechistanu
Darzy cię nowym haraczem.

    Padyszach nie ma takiej krzewiny
W sadzie rozkoszy w Stambule,
Ona jest rodem z zimnej krainy,
Którą wspominasz tak czule».

    Tu gazę, co jej wdzięki przygasza,
Odsłonił — cały dwór klasnął;
Spojrzał raz na nią trzytulny Basza,
Wypuścił cybuch i zasnął.

    Chyli się na bok, turban mu spada,
Biegą przebudzić — o dziwy!
Usta zsiniałe, twarz śmiercią blada,
Basza renegat nieżywy!




II

    «O dziwy, zgroza!» — wołają janczary
I mędrce w prawie ćwiczeni —
Tę Nazaretkę za okropne czary,
Zakopiem w stosie kamieni.

    «Owóż to Hassan, ów renegat Basza,
Sroższy nad lwa i tygrysa,
Co go nie tknęła żadna dziewka nasza
Ni Dżurdżistanu hurysa.

    On, gdy Chanowi na srebrny półmisek
Rzucił łeb księcia Iflaku,
Wdzięczny mu Chagan dziesięć odalisek
Z własnego przysłał orszaku.

    Wszystkimi wzgardził! Teraz go zabija
Postać lękliwej gazeli;
Jako motyla lada modra żmija
Promieniem oczu zastrzeli.

    Niechże tę żmiję Bej, na pastwę czerni,
Z warownej straży przywiedzie,
Już od godziny zebrali się wierni
I Kady z miasta już jedzie».

    Przyjechał Kady, zbierają kamienie,
Czekają — próżna nadzieja!
Bej nie przychodzi, odbite więzienie;
Ani dziewicy, ni Beja!…




III

Wkrótce ojczyznę ujrzała branka,
Lecz wszędzie jej niemiło:
Nie widzi bowiem swego kochanka,
Z którym się wszystko skończyło.

    Wszystko! i w swoich pamiątek kraju
    Wkrótce z rozpaczy umarła;
    A ciało martwe, według zwyczaju,
    Dębowa trumna zawarła.

A gdy rodzina płacz swój rozwodzi
I ksiądz do modlitwy wzywa —
Nieznany Turczyn zziajany wchodzi
I tak się do nich odzywa:

    «Basza zostawił w zgonie rozkazy,
    Abym tę urnę wziął z sobą,
    Gdy go śmiertelne okryją głazy,
    Gdy go okryją żałobą.

Kazał, bym obszedł cały świat kołem,
Trafił do północnej ziemi
I niósł tę urnę z jego popiołem
Złączyć z prochami lubemi.

    Znalazłem popiół! Ty, o kapłanie!
    Wypełnij Baszy zlecenie.
    Z urną swat wchodzi, przed tobą stanie,
    Dziwne będzie ożenienie!

Zdejmij z tej martwej ręki pierścionek
I włóż jej pierścień Turczyna;
Ona małżonką, on jej małżonek,
Po śmierci się ślub zaczyna!»

    Ksiądz odpowiedział: «Czyż te zamiary
    Mam w groźnym wykonać musie?
    Czyliż twój Basza był naszej wiary,
    Czyliż on umarł w Chrystusie?»

Ksiądz mówił, ale na księdza głosy
Turczyn nic nie odpowiadał —
I tylko z czoła rozgarnął włosy
